Feature,Chi2_Score,P_Value
lopez,50.63908975656363,0.00010547763091784521
rockets,50.599629454223276,0.00010690521823184375
directory,50.53962098608698,0.00010911235729489141
needles,50.53489836250955,0.00010928793051211187
bits,50.53007420032432,0.00010946756291424348
vat,50.49686877247895,0.00011071183002184998
tgv,50.45640963101803,0.00011224654450560365
score,50.45271825699504,0.00011238759501176935
slot,50.44783026075357,0.00011257463527540601
handguns,50.43036721102382,0.00011324534374894995
arena,50.29960243589564,0.00011839291349501733
believe,50.27320607847338,0.00011945932147671096
davidians,50.22703008538054,0.0001213473698398764
life,50.20342458457029,0.00012232375110954257
ncd,50.19368162706325,0.00012272897115289541
lds,50.14718054323584,0.00012468108503112214
homicides,49.97901187223533,0.00013199649178408096
internal,49.78076046440594,0.0001411582714388966
arf,49.76571753290076,0.0001418781820991686
koufax,49.64039905495806,0.0001480161047206345
playing,49.45038439062484,0.00015781867630640674
chi,49.44661932590301,0.00015801915602322908
glock,49.4307114011649,0.00015886894978351992
pin,49.430375652039885,0.00015888693317355602
hudson,49.42779285089853,0.00015902533937593393
habs,49.398384034718866,0.0001606095845124512
mode,49.333707038253294,0.00016414792852159944
problem,49.32710773821683,0.00016451319776343137
apostles,49.00214838887508,0.00018351146129169307
edmonton,48.89668416003996,0.0001901237399698444
dpy,48.83128652836898,0.00019433971408973114
mpeg,48.71695726102252,0.0002019294753430175
running,48.661394028246015,0.00020572132132868807
lens,48.637501499285804,0.0002073730326156622
clayton,48.63716617571514,0.00020739630528679635
kirlian,48.58557928209081,0.00021100701763848988
romans,48.48406631454736,0.00021829142157707792
goalie,48.39095741344974,0.00022518718979843558
dwi,48.30188957652457,0.00023198144772068214
heterosexual,48.29701762644173,0.00023235877714630927
cramer,48.176360705734425,0.00024189608153774288
road,48.16552365473928,0.00024277106507013762
spiritual,48.10922623727083,0.0002473662032313336
rocket,48.08785842407066,0.0002491323161470841
data,48.04118252685344,0.00025303290248234335
cable,47.9856470546563,0.0002577511381470618
insurance,47.977517062071115,0.0002584489814878274
deane,47.96056716078234,0.00025990979064353036
386,47.895778432834334,0.00026556776594526406
rode,47.88324321823599,0.00026667618085573304
unix,47.84417032606863,0.00027016005372380674
chevy,47.839312414574984,0.0002705962770255716
wins,47.73521121689576,0.00028011017681691563
norris,47.71410900986525,0.0002820779119042776
weaver,47.687829291964036,0.0002845471977544188
astros,47.666225218678015,0.00028659284870199866
wire,47.65192762675289,0.0002879545007419382
mormons,47.530886398800575,0.00029973630096202103
norton,47.47825505310519,0.00030500393880584066
territories,47.47356256869659,0.00030547792451398193
revolver,47.432400038224,0.00030966646728566193
mwm,47.406628838720636,0.0003123171424446773
boot,47.34587564896891,0.00031865323108382635
grace,47.26800147743029,0.0003269574025507489
planetary,47.23391273422983,0.0003306581574287757
iivx,47.21591266908138,0.0003326286376917161
sins,47.16118698225055,0.0003386896694983127
68070,47.13403164340827,0.00034173681046355313
sandberg,47.11864501658812,0.0003434751434040007
metzger,47.10609053695743,0.0003448998560436926
salvation,47.07322615580173,0.0003486565612492731
pointer,47.070830132940024,0.0003489319947174714
innings,47.05875482127517,0.0003503233180670158
kratz,46.91353095678461,0.00036748300595831006
dryden,46.877607472336294,0.00037185178125751547
karabakh,46.859686438266564,0.00037404998952004327
blew,46.84987831500583,0.00037525838688380543
yamaha,46.81397006089329,0.0003797147697658229
selling,46.8021567647742,0.0003811920309139035
infection,46.78139304242208,0.00038380205254043184
istanbul,46.770074803231694,0.0003852320483230726
stereo,46.73525566368683,0.00038966368475931056
blacks,46.712809448702764,0.00039254668043287635
uniforms,46.6602205046006,0.000399382346127802
hellman,46.60490058531338,0.00040669737127879696
hunting,46.58315889040898,0.0004096076767770246
med,46.501518794699585,0.0004207169713673436
use,46.39172355444414,0.0004361184013379939
tvtwm,46.34668338492349,0.00044259300064990534
seagate,46.28321867533059,0.00045187427893880435
dl,46.26447385008228,0.0004546514242020773
allen,46.22477592273825,0.0004605875162326478
vancouver,46.211475515197115,0.0004625930667906925
kingman,46.207484338959844,0.00046319653734812463
650,46.173472323650635,0.00046837019147047984
orioles,46.14718512754213,0.0004724070642958147
chinese,46.12975034941415,0.0004751030336013613
kk,46.111437372700266,0.00047795082665645183
chrysler,46.089692133474074,0.00048135380898356336
pmetzger,46.00019489729883,0.0004956079018728609
plo,45.95294785003255,0.000503296654346095
chop,45.89866365281932,0.0005122730336132021
wheelie,45.890488880035,0.0005136381473343747
punishment,45.87009292752795,0.0005170594425288749
glutamate,45.76131173611869,0.0005356822334649975
mask,45.76018621900153,0.0005358782647180104
probert,45.68471795447168,0.0005491819724566406
prayer,45.67790085180202,0.0005503993051266709
loser,45.67247035013465,0.0005513708978077516
photography,45.66111305479569,0.0005534082383196339
ahl,45.65004008953194,0.000555401577804375
t560i,45.615458661296074,0.0005616716535535437
congress,45.51720468172095,0.0005798619595635289
trial,45.49731417460692,0.0005836130586478207
gl,45.44091028657035,0.000594378064081754
prize,45.41008186883798,0.0006003426598349755
panicking,45.40907510816216,0.000600538416745993
promiscuous,45.35309540701494,0.0006115208084550699
holy,45.297503448995066,0.0006226189770549646
champs,45.25975889215498,0.0006302647588927764
tire,45.061050907318894,0.0006720351016665593
jets,45.06022164035872,0.0006722148979785974
chicago,45.047760955123266,0.0006749221402556113
sys,45.03961598580638,0.0006766974227557245
sega,45.03183771437287,0.0006783969862921372
anas,45.00256867664709,0.0006848293084081268
shearson,44.98780508234672,0.0006880961293374517
interested,44.96209690020915,0.0006938206474516428
stove,44.93595901655772,0.0006996879540807281
serial,44.90761054550154,0.0007061056025340359
download,44.89837435173945,0.0007082087717396562
usr,44.73991143276864,0.0007452477041815783
det,44.72656940496158,0.0007484501551774506
keyboard,44.65773151727597,0.0007651851629755112
orchid,44.64469757874155,0.0007683941857253298
bj,44.63788051242382,0.0007700777475251832
3do,44.59127952473066,0.0007816820937255613
mhz,44.54887474051191,0.0007923878997513253
s3,44.52377126977165,0.0007987921638268527
authority,44.51298616375125,0.000801558901142101
wheel,44.50083200623478,0.0008046879174414458
ames,44.47222357861514,0.0008120995340148104
azeris,44.417510318778355,0.0008264578338238208
drug,44.391616018601766,0.0008333382318118993
jupiter,44.38108826238649,0.0008361513274663621
astronomy,44.359194606797985,0.0008420308116576523
obp,44.33223791518426,0.0008493247001066092
pkp,44.32792529248203,0.0008504972359692211
speed,44.307237652053075,0.0008561436094120512
launched,44.29953943506074,0.0008582539265521234
missions,44.27023640706425,0.0008663327272200645
cod,44.24258378234142,0.0008740236749242994
transformer,44.22457059663764,0.0008790689678113765
miles,44.12413545925234,0.000907718134199479
jumper,44.11699226957352,0.0009097896323634216
opel,44.00553293276017,0.0009427082110151358
drv,43.97188582916419,0.0009528689444543771
twins,43.9632767144331,0.0009554856121842931
mcguire,43.92183803104928,0.0009681776386496111
winner,43.920696295557825,0.0009685296218056338
motorcycling,43.86089179084502,0.0009871398251175903
foreground,43.84047944308767,0.0009935702485945727
defensive,43.77404557378093,0.0010147789707137937
cobb,43.76779138571403,0.0010167978807455176
visual,43.76655934541669,0.0010171960502480233
pagan,43.7423044726094,0.0010250653346448332
ethernet,43.69758190154207,0.001039729032020918
mr,43.67350415529103,0.0010477070395894569
antibiotic,43.634290436893785,0.0010608264666626065
kkeller,43.596834075242334,0.001073505420295964
postage,43.586130681277275,0.0010771552073732301
teel,43.572385438650144,0.0010818597528883635
doctrine,43.52725799826381,0.001097444745898159
sedan,43.52663309902169,0.0010976620663193978
ssf,43.503683245809974,0.001105672039679506
majors,43.470206599149435,0.0011174569506553701
hitters,43.40592340367968,0.0011404263225660153
terminals,43.316885243076,0.0011729919833610683
dyer,43.29541825383412,0.0011809762325843633
audio,43.20921838909766,0.0012135658024076837
crohn,43.14984011509526,0.001236515750972946
malcolm,43.12226487364404,0.0012473149406785923
athena,43.10942815148137,0.0012523729907653652
ghostscript,43.08045405047203,0.0012638621765122336
points,43.076498158269615,0.0012654386515643652
canucks,43.07559263849815,0.0012657997786720825
voice,43.07179628054961,0.0012673148683975074
1280x1024,43.032805201567335,0.0012829769855530427
resistor,42.99428184711761,0.0012986336972482461
risc,42.91644105485161,0.0013308316514158436
titan,42.825721712647436,0.001369324095568708
quakers,42.70058260412204,0.0014241785026465337
libertarian,42.69105489713761,0.001428440240905716
boston,42.62875100681535,0.00145661186218818
rotation,42.612527983111306,0.0014640343526969037
talent,42.596071987282144,0.0014716004970328949
radiosity,42.58716281658028,0.001475712395315826
hardware,42.583969042782826,0.0014771891170225829
cpr,42.49232245481368,0.0015201732383781444
driving,42.450794327600114,0.0015400433356378626
cryptographic,42.446407958726276,0.0015421565782302088
export,42.42914848871634,0.0015504987846321665
effects,42.42501001492849,0.0015525054997532586
cooling,42.421123838219366,0.0015543921447993964
worship,42.35405876703288,0.0015872989800275955
n9myi,42.305690858356655,0.001611445067933554
quack,42.28864537119067,0.0016200380622279956
attacks,42.19420672773728,0.0016684479586168187
gospel,42.17970585720511,0.0016760028793638532
saab,42.015520139530906,0.0017638619109494526
payload,42.00673190179668,0.001768686947260456
mining,42.004953899042896,0.0017696646662856829
russian,41.979614891371035,0.001783654890558557
liturgy,41.843060159419174,0.0018608915677092992
homicide,41.81860274391485,0.0018750587698194718
xv,41.75608073240508,0.0019117460253806774
external,41.71799051202663,0.0019344326127231565
switch,41.706720092789226,0.0019411945244217803
defense,41.67873474648041,0.0019580828182196148
son,41.66324591110545,0.0019674901848475046
ivy,41.60571312413754,0.0020028135225282984
homeland,41.587269471209154,0.002014265173727242
medication,41.56774809149722,0.002026454192419202
jersey,41.556534493265445,0.0020334877521780924
popup,41.55476919716248,0.0020345971321076802
seizure,41.5059728162819,0.002065492765993057
catbyte,41.412599649225726,0.0021258671812393534
dtmedin,41.412599649225726,0.0021258671812393534
monitors,41.40013823170086,0.0021340511073056965
argument,41.39455629382255,0.002137726753488977
256,41.38745731450656,0.0021424100970242033
commandment,41.37136740902277,0.0021530612690604176
hr,41.35111295719847,0.0021665412459020276
keller,41.335331425332946,0.0021771002185739983
gas,41.332445875151826,0.002179036168227944
land,41.28700081959698,0.0022097436153968955
marlins,41.27660987053876,0.002216822683274746
user,41.13553369254342,0.0023151038988102144
sports,41.12059258581058,0.002325753047426221
xwd,41.10587474366424,0.0023362887900099266
biblical,41.06335954424121,0.002366979803010685
cruel,41.01125359162253,0.002405119361570854
expos,40.988573945746765,0.0024219026061225515
laws,40.9747291640774,0.002432202820055361
constitution,40.94806063112103,0.002452161581324249
reno,40.921061116023246,0.002472527230856513
grayscale,40.91351716836302,0.0024782463954484287
wip,40.904239505232624,0.0024852972225305036
cop,40.87402039191438,0.0025083960652173927
slots,40.8720974223529,0.0025098728533160908
science,40.81575226811672,0.002553514497592263
syquest,40.80691346777687,0.00256042586154735
pcx,40.78437412699329,0.002578131015828163
whalers,40.76731734708263,0.0025916070596835095
placebo,40.74754310688694,0.002607314182306573
xputimage,40.73919983631502,0.0026139686290865597
characters,40.65273796839789,0.002683889511121651
sdio,40.642592123739455,0.002692210303909275
income,40.62194125840696,0.0027092224940931356
division,40.60681838705201,0.0027217456741562996
franchise,40.55091528386774,0.0027685194836086662
connector,40.54833048142045,0.0027707005989922894
reagan,40.50311076462522,0.0028091239930552506
love,40.32110059269533,0.0029689749380407177
dc,40.29249777086117,0.002994870032231011
sanderson,40.29029355965403,0.0029968744788538334
b30,40.27598093584754,0.003009921080642584
polygons,40.246483078392956,0.0030369804897299496
private,40.227888496700835,0.003054156791008124
ingr,40.12947994740034,0.0031466099255560744
aerospace,40.10226234038967,0.0031726468820966825
formats,40.05665578996605,0.003216735244411715
offense,40.04673141835848,0.0032264061681222147
gld,40.03677481391142,0.003236136293375504
beat,40.022721109377784,0.0032499178439197645
orbits,40.01555707049819,0.0032569646157714766
massacre,39.9316950644673,0.003340542167263148
anecdotal,39.90709401877133,0.003365444131471626
citizens,39.86443805812265,0.0034090407414503034
chevrolet,39.856453265448394,0.003417261052459554
68040,39.80701246780789,0.0034685812377563564
trunk,39.79263472336758,0.0034836424855179677
teachings,39.62985358280605,0.0036585547825898684
protect,39.60164543318887,0.0036897009047925067
infections,39.584632587451324,0.003708607265953939
visualization,39.5284056302505,0.003771748861116394
scope,39.519998683826984,0.0037812769416293557
murray,39.47147930615245,0.003836714846357687
patch,39.43825160960016,0.0038751247683398186
amiga,39.43384207601672,0.003880249364324058
bitmap,39.39862635864938,0.003921407184576279
timmons,39.376014667225974,0.003948052294958358
launches,39.368610289642014,0.003956814723600474
infield,39.34097195240073,0.003989685531588089
manual,39.33790799273038,0.0039933454694962055
x11r4,39.33103715786856,0.004001564351310295
defenseman,39.30472315734425,0.004033189783305895
feds,39.24303050799404,0.004108267092806027
swap,39.236857034419415,0.004115852473094557
venus,39.224774170564814,0.004130737208408069
1948,39.21386863430867,0.0041442154249269406
receivers,39.15227265842604,0.004221128608717271
country,39.137660053399,0.004239572556609998
state,39.059004087368855,0.004340171183828989
crucis,39.039469657002506,0.0043655035605768885
icons,39.01020299038722,0.004403719116206361
random,38.993280714936525,0.004425960129839055
seat,38.88352589069893,0.004572815242803766
yankee,38.86321614920032,0.004600491378382604
jeep,38.82980186262966,0.004646370535912231
phigs,38.82754136374914,0.004649489884872641
iifx,38.79025427065962,0.004701230721930915
gxxor,38.78984279850406,0.004701804723687075
proton,38.70906335494992,0.004815785630928553
existence,38.65487236078604,0.004893709981710213
decenso,38.64147610818338,0.00491315630722204
nec,38.63645324648232,0.004920466440740087
clock,38.5916961097953,0.0049860605837233965
buffalo,38.505790950914104,0.005114283185089267
undefined,38.50467362521193,0.0051159712717256094
macintosh,38.4915571578289,0.005135827424373315
belfour,38.47624007756946,0.005159107155166082
criminal,38.454397628170334,0.0051924771010150046
shareware,38.44036881942703,0.005214017194661275
sex,38.418685787113276,0.00524747594415077
liar,38.40948331481371,0.0052617373829338485
das,38.402793267170644,0.0052721282022824886
dll,38.39504480705673,0.005284187157557854
subaru,38.35980839401573,0.00533935522445471
null,38.289733585125745,0.005450689368827305
caps,38.27816194362786,0.005469283917025895
binaries,38.258135069392154,0.005501606882200867
steam,38.25033615360759,0.005514242911444373
kinsey,38.24348304404276,0.0055253691367537095
phils,38.24327945277581,0.005525699997212126
canadiens,38.19614503862637,0.0056028047169575995
encrypt,38.12275870701492,0.005724878537440083
hall,38.113573439076674,0.005740333265437021
gcc,38.065324937385405,0.005822162772871019
viola,38.05767190307487,0.00583524303361245
billboard,38.047145813720704,0.0058532791052190196
